4024,4707
4024,2474
4024,2600
4024,4734
4024,4916
4024,3224
4024,2314
4024,1974
4024,553
4024,4903
4024,1120
4024,5549
4024,2518
4024,1786
4024,5466
4024,370
4024,1361
4024,4377
4024,2327
4025,235
4025,1741
4025,2066
4020,3616
4020,3680
4020,5118
4020,2571
4020,1379
4020,2940
4149,4683
4149,2083
4149,3817
4149,2385
4149,4954
4149,1655
5827,3591
5827,5116
5827,601
5827,609
5827,2843
5827,3066
5827,3410
5827,2198
5827,5275
5827,4828
5827,5842
5827,2408
5827,776
5827,679
5827,4337
5827,149
5827,3262
5827,5320
5827,3529
5827,3562
5827,4399
5827,1187
5827,2995
1943,3248
1943,4545
1943,1615
1943,609
1943,3875
1943,3941
1943,1449
1943,4490
1943,920
1943,3893
1943,2956
1943,5106
1943,1741
1943,3177
1943,402
819,579
819,4263
819,1953
819,556
819,3539
819,3066
819,3003
819,5506
819,5218
819,3279
819,2051
819,5275
819,5548
819,1161
819,5106
819,2458
819,2689
819,3316
819,1753
819,1671
819,1655
819,3488
819,4337
819,4332
819,4774
819,5320
819,4545
819,3176
819,3887
819,3785
819,4661
819,5875
819,1741
816,1085
816,4154
816,2782
816,1060
816,3598
816,1723
816,4670
816,1371
816,4208
816,1391
816,1686
816,5620
816,1513
1799,3489
1799,5548
1799,3217
1799,4064
1799,1187
1799,192
1799,6141
1799,4263
1799,4431
1799,3003
1799,1508
1799,223
2913,3715
2913,5672
2913,5853
2913,3893
2913,6092
2913,2066
2913,2250
2857,1609
2857,1040
2857,4709
2857,4937
3333,3489
3333,217
3333,4703
3333,5239
3333,3283
3333,444
3333,4208
3333,1898
3333,402
3333,1953
3333,4585
3333,5335
3333,5643
3333,5652
3333,1508
3333,2804
3333,170
3330,34
3330,4165
3330,425
3330,4703
3330,2876
3330,5113
3330,3543
3330,194
3330,5175
3330,1615
3330,1275
3330,702
3330,2618
3330,4619
3330,732
3330,444
3330,5502
3330,1900
5466,4707
5466,5549
5466,2600
5466,4734
5466,4916
5466,2314
5466,1974
5466,2327
5466,1120
5466,4903
5466,2518
5466,370
5466,4377
6092,296
6092,5672
6092,2250
1700,5356
4734,4707
4734,1120
4734,2314
4734,4218
4734,4377
4734,2518
4734,370
4734,4903
5300,606
5300,213
5300,700
5300,2453
5300,192
5300,3321
5300,2880
5300,878
5300,3575
5300,4381
5300,4720
5300,657
5300,735
5300,2261
5300,2158
5300,1654
5300,3489
5300,1784
5300,5030
5300,5045
5300,2841
5300,3283
5300,2126
5300,425
5300,3543
5300,3962
5300,1360
5300,4583
1060,2922
1060,4154
1060,3598
1060,1723
1060,4670
1060,1371
1060,405
1060,1686
1060,5620
1060,1513
1060,5776
2314,4707
2314,5363
2314,1120
2314,363
2314,1111
2314,370
2314,4377
5853,3562
5853,2050
5853,579
5853,143
5853,5275
5853,228
5853,588
5853,3370
5853,3062
5853,6127
5853,4886
5853,1881
5853,3171
5853,2077
5853,6035
296,2901
296,3108
296,3883
296,4937
296,1800
296,4105
296,412
296,5915
296,827
296,1741
296,6035
295,2465
295,2901
295,3505
295,702
295,34
295,271
295,3371
295,2198
1660,977
1660,3158
1660,1552
1660,476
1660,3702
1660,1562
1660,101
1085,4154
1085,5255
1085,3598
1085,1723
1085,4670
1085,1371
1085,405
1085,1686
1085,1513
1085,5620
1085,1391
1085,5776
1120,4707
1120,5549
1120,2600
1120,4916
1120,4903
1120,1974
1120,2327
1120,2518
1120,4377
1120,370
1120,363
194,5030
194,2876
194,5113
194,3543
194,5222
194,4879
194,1275
194,5502
194,34
194,4619
194,735
194,702
194,4585
194,444
194,425
194,2618
194,1900
4327,101
192,4258
192,606
192,3108
192,213
192,1813
192,3575
192,700
192,4381
192,1784
192,4720
192,3443
192,2841
192,5693
192,5530
192,2688
192,1360
192,3219
192,5929
192,4583
271,2465
271,2901
271,1161
271,4154
271,2610
271,2922
271,609
271,4165
271,4776
271,183
271,405
271,4952
271,2077
271,1671
271,2198
277,183
277,6010
279,623
279,2298
279,879
279,3875
279,5422
279,1402
279,4659
4659,3489
4659,2458
4659,4577
4659,4208
4659,5211
4659,2821
4659,977
4659,2485
4659,2066
4659,181
4659,5689
4659,4490
4659,1508
4659,2604
4659,1311
4659,4610
4659,5106
4659,4118
4659,2126
4659,4405
4659,4937
4659,3371
4659,2755
4659,6035
4659,412
4659,5799
2821,4925
2821,4011
2821,4460
2821,5124
2821,2066
2546,5363
2546,1057
2546,1426
2546,446
2546,1454
2546,2385
2546,1290
2546,4954
2546,5682
2381,2713
2381,213
2381,2902
2381,3618
2381,2634
2381,700
2381,2453
2381,4720
2381,2190
2381,5947
2381,2880
2381,878
2381,3575
2381,4381
2381,3219
2381,2688
2381,5929
2381,4258
2381,892
2381,2763
2381,1784
2381,5530
2381,5045
2381,2841
2381,3283
2381,3641
2381,4683
2381,6137
2381,3443
2381,3962
2381,1360
2381,5799
2385,2862
2385,3835
2385,491
2385,5074
2385,4161
2385,1057
2385,5626
2385,1111
2385,1290
2385,1655
2385,1279
2385,3817
2385,3952
2385,5069
2385,446
2385,3955
2385,5100
2385,4603
2385,78
2385,5363
2385,4683
2385,2083
2385,1426
2385,1454
2385,648
2385,4950
2385,2371
2385,4954
2389,2412
2389,3883
2389,5871
2389,1489
2389,447
2389,5118
2389,4427
2389,2755
2389,402
2389,2839
2389,5747
2389,5109
2389,5908
2389,2098
1402,2298
1402,1187
1402,700
1402,3875
1402,5422
2261,213
2261,700
2261,2841
2261,2190
2261,3321
2261,4701
2261,2489
2261,4381
2261,4720
2261,735
2261,2158
2261,4258
2261,1784
2261,2643
2261,3932
2261,5045
2261,1828
2261,2126
2261,6137
2261,3370
2261,3962
2261,1360
3583,2901
3583,2298
3583,609
3583,702
3583,2618
3583,3066
3583,5502
3583,4703
3583,732
3583,2032
3583,3893
3583,1508
3583,2465
3583,2876
3583,670
3583,3954
3583,3262
3583,5678
3583,1562
3583,3177
3583,4010
3583,3150
